,0
313,137078.81579708954
314,154352.1922576761
315,138755.2167692797
316,102403.75200610296
317,158211.93552235322
318,121119.88738965734
319,162437.65648683687
320,121395.77596178379
321,58609.43384661304
322,138090.9575739258
323,102358.40516555205
324,133473.9816054363
325,143975.9179437065
326,162792.1838554448
327,34398.28556333113
328,109516.16554270752
329,54541.88756196041
330,180014.6357958554
331,154740.0349135938
332,124183.61624135304
333,178102.14221137526
334,131951.781167529
335,138328.3735100301
336,121672.04393711418
337,116462.16427707588
338,109523.27707747092
339,112584.35685135657
340,102839.9431133776
341,126396.96762127985
342,152377.64227101984
343,140159.88011002928
344,147483.74708052032
345,144213.44356000068
346,174586.42981738882
347,140345.52415606548
348,127662.76193383573
349,144484.96699337775
350,57709.76290251504
351,109808.9049990794
352,123538.57991710679
353,84108.2677814203
354,39785.92684657121
355,107429.62244341227
356,125538.16171787333
357,170199.53638935415
358,144677.27650056363
359,59416.30391650781
360,117091.74991340672
361,154543.95903258715
362,36374.057392193645
363,144011.2934495354
364,142598.52967811914
365,101218.23447225925
366,91661.48856057541
367,143100.8353874868
368,150275.161629409
369,151722.61853957502
370,155954.16587457838
371,106777.66683436613
372,147318.98766460884
373,111588.62807764228
374,111904.0559214057
375,125978.49016096113
376,90042.28179386535
377,101426.3957898723
378,82046.12531251638
379,136824.9979043052
380,124025.81623861767
381,96498.3224567862
382,121452.83864575195
383,128630.21922511129
384,143655.74795099415
385,142675.41120758743
386,184812.40622110502
387,12578.718894171732
388,127230.90587188379
389,117527.28270549445
390,152246.84916795816
391,122613.34179778199
392,116334.14375086481
393,166231.41112248763
394,148628.68481350096
395,236582.94727554457
396,153472.68349905728
397,143162.05919351394
398,119742.34927342132
399,160752.81209460995
400,118721.99661545649
401,280897.5981450184
402,270568.7416933721
403,270578.26335279876
404,326582.64468276035
405,294463.16842081596
406,219167.32387539028
407,268098.3271282518
408,214926.5343680978
409,225173.3790467143
410,225326.23628335755
411,177124.6648813743
412,252090.45167813735
413,154625.9968912164
414,198302.4801171632
415,198344.98527612732
416,217853.87932627206
417,204883.26268509252
418,127586.79937549966
419,145032.76037598742
420,244219.05915322583
421,237973.175461017
422,191989.97382167325
423,210070.6711195539
424,234888.9915145929
425,262935.5054635803
426,226481.7166067566
427,265117.76310510543
428,176974.3391599272
429,99535.8125053718
430,111868.99478136511
431,88546.65692923873
432,123751.03251098911
433,111486.32551266404
434,138420.17525105225
435,130248.55359463478
436,128156.9301689044
437,108324.3621912203
438,178533.0998593485
439,161435.04154329162
440,194074.85950232713
441,170352.52815473767
442,249975.77398931538
443,142742.67735626016
444,196120.80499971213
445,135748.624674388
446,216520.8752248074
447,118932.37639767185
448,139310.68505897495
449,124700.7482733612
450,216358.89958730032
451,293641.3124154957
452,151671.49719441874
453,58609.40976417789
454,301265.15328281745
455,4004.3195616383164
456,239322.86690889808
457,141998.1488380854
458,172146.1181394274
459,147648.09550632586
460,348186.3223297487
461,309329.1142280146
462,257884.17424553377
463,226755.38179398593
464,235091.4109852416
465,353310.7128939907
466,133105.9127345524
467,155440.0241726336
468,111261.38650676956
469,120435.03015305169
470,129117.86402343713
471,125534.47552363262
472,165717.6558017272
473,176493.62198152827
474,170131.49841031278
475,176605.9951171802
476,169589.62532635304
477,176980.10654822522
478,243215.43249062754
479,222535.11868092252
480,167710.68561874458
481,194974.25062909548
482,234457.297008798
483,325577.5701100166
484,372973.8437310783
485,138589.73785589717
486,322431.01966742444
487,174553.46187676644
488,253147.3377614446
489,193505.3366994128
490,274357.52454568446
491,242921.69215912957
492,188030.15294188072
493,187534.1461099159
494,143042.14651355063
495,318236.45807812654
496,161929.77212186425
497,285112.5277533933
498,133574.6193394339
499,87876.52157261671
500,117456.32193834061
501,90146.36626208379
502,101603.87405720707
503,87045.90703423443
504,126639.09672067623
505,129358.34436137113
506,312112.22129241686
507,371540.50943544577
508,356318.5234504702
509,371741.7507271425
510,419902.21554590354
511,346443.246317529
512,305086.0430033142
513,328213.03465147363
514,436783.10753853316
515,293049.4355527629
516,335519.43380308035
517,315279.5939048743
518,329345.9352582565
519,214752.2398817351
520,340621.7424663615
521,245154.58081041905
522,228142.41786034903
523,218432.74985024013
524,222730.8311791158
525,233426.9636670538
526,203538.03005354543
527,182484.42741994423
528,202403.92268083972
529,218948.53641667916
530,258884.22592064022
531,211588.8687842822
532,185803.627237541
533,236261.2370387844
534,178958.10655526473
535,290597.22989842214
536,320693.91533145786
537,314635.2924708189
538,315083.453651351
539,329436.4675383326
540,332036.4825371511
541,243418.712897391
542,240977.02204554292
543,290758.0153953736
544,221414.1109600767
545,229015.902984658
546,240146.85553314618
547,237114.80316738825
548,198610.62921936065
549,200678.3160413527
550,136733.2209043526
551,176018.00937404388
552,179173.68743189608
553,190781.2522846692
554,206394.58160929894
555,194637.59112336196
556,205682.97822178173
557,109887.25058697337
558,125060.9728636673
559,79979.32448716357
560,95676.36648840256
561,195987.05910607165
562,129207.78759007835
563,324553.5780819509
564,355890.33047725516
565,171268.47681699452
566,158936.65581370518
567,167509.19529975025
568,167135.23724187093
569,258045.79885482902
570,227343.90274968086
571,237913.81353021093
572,249204.50099340297
573,193075.87742866593
574,213275.02679837312
575,212443.1212946421
576,211761.54623548564
577,300844.0397427146
578,225707.7130254239
579,315363.10986485914
580,304853.2957182047
581,210202.9862929569
582,174036.1067665817
583,187961.6562307929
584,223565.1023529849
585,138850.64783352028
586,127651.35878611171
587,144737.02902099607
588,124233.97529725275
589,176970.40851169213
590,112657.66718685899
591,125525.2383835094
592,144872.5135681468
593,63881.22549977107
594,156945.44745811264
595,152111.61675489307
596,105155.87373365495
597,207982.78618428376
598,133099.2714644522
599,186385.647763539
600,177255.24164270918
601,119598.98169686046
602,116902.25042756948
603,127706.28916611137
604,125942.70501891572
605,166856.26638700283
606,99370.82764796034
607,135242.53836645494
608,79883.7459734596
609,119228.19198400149
610,80851.16629721447
611,149708.17999538442
612,125749.34261250448
613,170409.9805905951
614,128911.71114511439
615,122281.92345559219
616,146460.38073665532
617,112432.32614767617
618,131736.89058320373
619,116450.93181338854
620,126010.1477318651
621,105350.1096262537
622,146286.21282580856
623,99342.2843541514
624,109175.47167322741
625,105222.02712432656
626,114989.16905322848
627,103267.86186336045
628,67811.71258696099
629,142001.91434519176
630,84417.97116737977
631,141165.50560622365
632,157239.09134425965
633,131602.48106211342
634,142234.315445985
635,92797.63384365171
636,105593.42352203678
637,149894.1499105648
638,42638.848487778276
639,35199.40589358573
640,112410.89444635036
641,132510.3942934149
642,105482.58365105024
643,141726.30528018484
644,144729.98488089285
645,29974.692327405122
646,198862.2386738579
647,107672.28984756222
648,91770.97315651263
649,119706.27159498636
650,163687.4293421415
651,134449.33300747
652,118607.74337208584
653,114254.44344430631
654,163647.57927725348
655,124269.46995336436
656,142409.46413139108
657,122153.4298480402
658,108468.77317689531
659,109342.39560606398
660,85298.90973463547
661,107124.53543084863
662,84172.91349311372
663,170266.2137783682
664,120919.81043114953
665,153254.8459120631
666,172716.52333607202
667,155472.03249699643
668,80463.82552593268
669,115864.77188335142
670,125531.65631906776
671,122265.59365512861
672,116504.07423634891
673,124077.07284233834
674,92237.738089706
675,39519.32269740876
676,103125.57303489928
677,131799.77865340348
678,133132.31622542837
679,139571.97847592353
680,157254.68849621734
681,104091.78870834368
682,138032.50198607592
683,107396.36289475735
684,133613.3954442077
685,176555.247942603
686,157675.693357112
687,154766.63699216332
688,144323.558085493
689,227454.61011953754
690,128658.90225410897
691,154925.23968832655
692,199207.9166162162
693,98834.17227536006
694,137516.2589927544
695,267837.0904636202
696,238335.62212935783
697,240715.17280410626
698,221661.00728648825
699,203233.42730740775
700,228505.42027375186
701,340546.98690345394
702,337374.8832779735
703,226032.25351527307
704,220182.0325770194
705,162087.49024299558
706,211161.5002604944
707,202122.8117522727
708,196239.02866026014
709,220927.06587525978
710,160905.8389033411
711,133898.87991493565
712,185753.9393061062
713,227332.17570083856
714,281695.2268656194
715,280275.65175253095
716,242387.5567667509
717,216216.95464822056
718,152974.2226993054
719,231149.40466720174
720,191318.68335285678
721,214315.07910749683
722,186653.0804295482
723,125672.40034691039
724,113732.44814285946
725,153746.7175462616
726,155180.60907654802
727,149289.73731974707
728,296000.2027133658
729,66905.27958686053
730,67694.35316147053
731,70688.82884577925
732,120843.67878186789
733,93293.63706681291
734,86628.0613001571
735,74373.02670426901
736,118612.47598990744
737,167112.68786460205
738,205720.50661001206
739,157686.73128224464
740,166224.2893470429
741,225057.43180794292
742,164172.12804658074
743,185839.30905872877
744,139023.92528051135
745,163521.61937869733
746,222459.8174733315
747,259208.85598734795
748,222410.19725487198
749,130621.84591207134
750,118215.24634292934
751,109350.62983707452
752,94578.39364406615
753,125137.94520873314
754,85565.33089376397
755,140057.21923748113
756,39333.26065681988
757,86362.99328482863
758,78954.49461449862
759,12961.465006279876
760,300626.9953099223
761,265321.3997135405
762,234133.9420475984
763,206665.35775054627
764,128398.18296596142
765,180781.84677490525
766,223021.27848979982
767,274357.9910994667
768,276014.2080616575
769,160597.60931044404
770,241327.3897616815
771,193948.7736170926
772,211852.86606123438
773,254108.87869989086
774,236406.43367515577
775,269412.4015535061
776,282908.2122370591
777,202551.2856422351
778,95275.85301736178
779,146577.5699748664
780,139499.53693863386
781,100236.12262400011
782,104299.33602305864
783,90804.77823615112
784,85526.83857352768
785,152060.7079664194
786,108666.5713332798
787,125330.91610583823
788,116163.36861818456
789,123463.40934197625
790,115277.39632679854
791,174555.75736437156
792,168246.82940510448
793,189520.30900846806
794,196295.81751523464
795,185628.71496806835
796,200072.64849530108
797,163641.21536199423
798,182928.84054024116
799,144158.06414214068
800,208742.99204645076
801,243223.4550870997
802,348535.65421982197
803,413564.7965761386
804,161614.86805305156
805,283752.0356911564
806,346020.1454605942
807,413878.10706334485
808,158352.41450541015
809,199940.99193340793
810,223131.40268494905
811,258398.53373776845
812,174069.80837994933
813,182004.07335535
814,175850.42554380762
815,208261.75607076776
816,204720.69223695336
817,144076.5186739337
818,120635.80635840587
819,104682.86414028199
820,145340.91594332654
821,161127.86505226835
822,97954.50675623999
823,111242.19507196304
824,134184.47372652328
825,122770.0536549078
826,363503.6249677648
827,286842.8249681764
828,341982.52712313447
829,400490.0984100872
830,355968.06152726203
831,387304.5692455775
832,412896.3423666198
833,350614.1548857724
834,424302.08776144614
835,289133.8415639575
836,350129.42269226746
837,327102.81967280066
838,341525.53653329145
839,319293.6948025868
840,329477.47475631087
841,272505.9314135804
842,268351.6180178861
843,278864.9556997942
844,247449.70625948135
845,231426.49281898275
846,225469.40709587294
847,249200.9986661939
848,297741.32713768666
849,244217.47181169328
850,242368.21889865753
851,199217.13812799644
852,182005.17727663595
853,194383.34617587383
854,202153.7328545339
855,225367.9269579531
856,190101.82155995036
857,190672.89117959808
858,205814.48727246615
859,203937.8982190797
860,240518.8855777882
861,210270.36324457868
862,184526.1860090673
863,200232.65734936652
864,219593.76513592195
865,187047.98105807492
866,211450.9363205192
867,226888.0435815419
868,185957.50632695176
869,181698.5093341073
870,338024.6741762016
871,356105.19534775673
872,338427.63060050295
873,290044.5123402302
874,300368.7793077068
875,322559.48575952585
876,205836.6272701551
877,265928.1184285873
878,226416.3175348695
879,356961.92894881463
880,219773.55051267846
881,236920.55207990867
882,233556.7347744059
883,234091.97330856152
884,231470.92386653114
885,220887.7413315993
886,212682.55864421203
887,249980.9335038272
888,205149.75284271818
889,296842.18756961514
890,272426.79114460235
891,238767.04863443202
892,241996.57688627043
893,143485.43732250374
894,147755.34955829105
895,157649.87143277793
896,190583.98358344805
897,198679.28827516132
898,129196.27466472983
899,111040.17322465051
900,138985.92042222957
901,269465.0823102483
902,131580.89529261555
903,179016.21031794528
904,213687.8936866573
905,204666.92852259966
906,224659.70798754372
907,219666.43133875565
908,212434.57109624936
909,167560.85178900394
910,168129.92183759715
911,187291.0582381479
912,280191.87329648645
913,288162.2933158514
914,232505.74357836906
915,307928.01402098057
916,325301.4122249431
917,161340.03017255434
918,235143.8234641906
919,168361.11142339156
920,180735.3675880864
921,233745.4058197723
922,206085.76087786193
923,247267.89858755236
924,183080.76803440793
925,141106.81040107537
926,130664.43748472485
927,111995.82582216605
928,132873.52681167674
929,163566.49464889348
930,147049.00726331098
931,114357.79304862212
932,173452.63674495678
933,122270.69257676452
934,194476.08695741216
935,139204.8299272182
936,213851.5128979666
937,130135.48815570712
938,51226.60763747865
939,41049.09677660794
940,104422.39614032242
941,146879.15767472767
942,131137.972207341
943,140885.16145606647
944,156226.82230984262
945,144009.5112251689
946,117439.45318788478
947,154507.11579927808
948,118442.59571148224
949,174479.1100589145
950,111883.58053920313
951,146525.02114972554
952,124336.46697128704
953,158311.16684554
954,125360.43102172921
955,137319.53412459628
956,136963.0463110416
957,135194.3093258565
958,114205.29172754876
959,123759.31302763453
960,139136.21360292047
961,88604.73535835299
962,118426.4599025966
963,147208.48468808594
964,213553.6600891858
965,139893.7037457264
966,124388.35921337282
967,173525.23733243067
968,101375.72976040505
969,126570.1301598922
970,95026.5663325901
971,143580.18466025929
972,150887.57191768405
973,137779.38014308765
974,156448.71867802143
975,96535.52639883729
976,109675.40380417234
977,110779.70337594367
978,97030.57775737444
979,133702.65342520684
980,100350.83456712145
981,96806.52675963423
982,134829.91955652175
983,145336.78110305144
984,94606.78840185251
985,128617.61683030434
986,208533.7892647953
987,141561.0157330515
988,121960.06353716658
989,161742.02794927743
990,127844.9387518732
991,214371.62916591362
992,87974.85302822947
993,111249.37492107421
994,119638.84640719676
995,156277.55025289257
996,127352.94216639342
997,122314.99958170883
998,108096.54782100789
999,155038.69071710404
1000,131367.4022527198
1001,129827.40538488931
1002,144287.72398189508
1003,172014.77964976092
1004,147024.74630481386
1005,107676.12393411977
1006,146078.04767103906
1007,94283.98306569109
1008,90852.56608540815
1009,181546.41489572756
1010,212933.6158380566
1011,175526.2380294865
1012,100526.3982738864
1013,62360.74090196504
1014,210151.48432420625
1015,110381.98516029638
1016,103338.21391369398
1017,136498.82828251715
1018,91303.57035800909
1019,135791.97017492127
1020,109814.3382820333
1021,105692.58264402299
1022,92832.5793422098
1023,117773.5839620229
1024,124975.8286179241
1025,139227.78800435297
1026,183224.01460427162
1027,174674.93709102858
1028,156040.49537733823
1029,124792.01175394996
1030,86260.27281136249
1031,203944.04484699693
1032,152783.24323696236
1033,140995.2935286776
1034,81603.92391412702
1035,240028.71961171244
1036,166613.19950115657
1037,111716.05964540498
1038,81295.38761881721
1039,99334.74715566506
1040,133023.68320899
1041,147095.41517497593
1042,98610.96369480506
1043,167106.21287600408
1044,234286.93179047693
1045,251086.6622623144
1046,280372.8633844711
1047,249217.57557604258
1048,211284.50506922358
1049,215178.1374634357
1050,185759.6000725993
1051,204575.2198949108
1052,230312.36544886528
1053,355157.06909194024
1054,147995.25664959344
1055,179521.50085284188
1056,144361.7227006995
1057,153085.73217593163
1058,229480.18471429337
1059,221540.28848202652
1060,196908.87142034568
1061,232415.75206203395
1062,114044.95082150455
1063,134803.01280791938
1064,142465.63560615233
1065,145561.26700829083
1066,127157.68906251232
1067,144427.71295297783
1068,158838.08993325586
1069,140072.15478416538
1070,253599.32353101618
1071,229071.59037251706
1072,208095.53407473347
1073,232033.11278072192
1074,274816.75161619834
1075,231354.4434552049
1076,241420.52070429715
1077,203799.0129119923
1078,197439.61384201047
1079,199009.65887235294
1080,193218.6647062476
1081,164641.3876581252
1082,120181.80997600476
1083,105889.72579426649
1084,151879.19878718673
1085,123848.3811518299
1086,142696.71089971135
1087,167593.128271678
1088,135663.74379150133
1089,559785.3060270392
1090,122014.30871009729
1091,107566.58482480366
1092,52082.33612131351
1093,90056.71829616025
1094,112566.49531207586
1095,81707.25929113202
1096,110157.74018998118
1097,184302.36765750244
1098,149079.86349134866
1099,183921.06515389727
1100,157369.97454054828
1101,168599.03321777465
1102,155613.3807916305
1103,220203.0722906355
1104,165493.06967746757
1105,166884.5391652069
1106,142407.46861409783
1107,206024.22282435052
1108,221524.78904779008
1109,119927.81853474096
1110,169033.53665217877
1111,135803.42337846273
1112,200387.5092939279
1113,288284.8199399116
1114,139303.02776941765
1115,117334.47751282448
1116,148471.08769670024
1117,76244.64417219907
1118,19036.957128155103
1119,90758.6541090712
1120,112061.67660128535
1121,140838.47634348748
1122,278479.8070954025
1123,178965.4032625964
1124,179620.60515121385
1125,224483.59564641502
1126,199902.4520279711
1127,136744.77051422658
1128,152603.29440526257
1129,225395.27687632732
1130,260236.11879001014
1131,252673.66309840864
1132,289371.6111650547
1133,216051.47461549012
1134,218502.03397952352
1135,294666.4122903817
1136,190952.71999157395
1137,278450.14194070373
1138,349776.66912576475
1139,160783.83058837918
1140,137851.44349856573
1141,60208.4562786429
1142,74844.65468663914
1143,57298.36123041506
1144,53561.165498857445
1145,146175.9559731119
1146,215325.39262387058
1147,212470.08885851686
1148,168746.77071069885
1149,102429.4230234636
1150,132370.1570380025
1151,151722.60056135932
1152,125889.52606296324
1153,111754.49208935689
1154,166522.23265165612
1155,176705.99191300102
1156,178025.7812886151
1157,208295.67948902963
1158,193053.12247760783
1159,188700.07734734492
1160,167946.35945567425
1161,180045.2373465248
1162,248151.57173488883
1163,304473.09161647694
1164,275450.184018308
1165,172755.95270228176
1166,183715.46599897448
1167,428543.030170993
1168,443365.7067909291
1169,370514.07532350125
1170,427398.7152985025
1171,390273.7833918015
1172,294852.25389803294
1173,384073.87897369044
1174,167876.3704493998
1175,204041.31062905915
1176,187179.63919786617
1177,279951.82799524965
1178,203376.96803183868
1179,163259.78495751313
1180,93335.97364317582
1181,163035.87548282198
1182,82840.1633936275
1183,105071.83147914986
1184,95625.92854671602
1185,80209.65823932327
1186,96650.08554116197
1187,134727.57613866846
1188,151732.71231463383
1189,135280.34738551
1190,129419.84523339389
1191,385116.83135434426
1192,265629.8868732581
1193,280779.68073670944
1194,379122.95955489704
1195,343688.006865976
1196,351650.6527650974
1197,319945.8250603557
1198,317484.4429528733
1199,353962.2853909757
1200,342928.7677896329
1201,344767.777868771
1202,302043.2629600793
1203,294546.2672709148
1204,347013.8478899669
1205,303354.4052260691
1206,204179.24533930083
1207,208432.50379079574
1208,195136.97300215217
1209,278722.0473565295
1210,208640.49904397165
1211,210025.80089322195
1212,205285.10290557257
1213,221726.40710990844
1214,183423.21865444776
1215,196264.70338933027
1216,199052.68493826536
1217,270840.0250732247
1218,299516.6361123162
1219,304363.5496980505
1220,376064.97147923254
1221,337790.0417777749
1222,444546.6576111351
1223,321654.6982728612
1224,340489.9971779756
1225,262766.17174945713
1226,296511.7058844798
1227,230638.89372475827
1228,219567.25814165547
1229,356947.185232674
1230,197730.38040237743
1231,132812.80718389642
1232,206713.2884578619
1233,147655.54199514835
1234,201741.63471472266
1235,190563.92320976453
1236,174864.86737512963
1237,216114.38158253612
1238,174383.01204036394
1239,150225.37272934234
1240,146260.0418777401
1241,107539.24167600319
1242,141449.63631573896
1243,135426.44069476542
1244,110455.69929740875
1245,83201.51239868533
1246,112466.80393565982
1247,122732.01225321321
1248,98956.52089222362
1249,115676.80793307505
1250,304457.365164116
1251,366362.01446071744
1252,170317.69775694355
1253,159112.22641916244
1254,163443.40765468008
1255,148540.2747577618
1256,202576.1560100004
1257,216469.6495942031
1258,148470.79165865688
1259,208690.75944298875
1260,121196.42098668424
1261,159127.57638771238
1262,152576.6745770466
1263,104697.99453026027
1264,126909.16815800543
1265,124359.93621072706
1266,173333.7079845931
1267,194367.81744720458
1268,136203.3911001953
1269,148077.18005757383
1270,137535.5560512212
1271,131835.7174337852
1272,154702.43791381878
1273,141425.51740938623
1274,137519.80666414817
1275,131682.75633594985
1276,110610.72615343405
1277,120428.80039199226
1278,147816.88585687298
1279,135286.18077624618
1280,125402.4205968705
1281,149484.73618068278
1282,158819.4501336434
1283,153567.7914461103
1284,159870.52248500573
1285,120197.35854051985
1286,172182.97232635503
1287,109047.3943460643
1288,140145.46490071903
1289,113793.3941138946
1290,132810.25027038652
1291,230998.16480420908
1292,143605.0886697272
1293,219837.52925975714
1294,140023.72099127911
1295,85260.46897882916
1296,66140.17898402218
1297,82982.0992586372
1298,161377.4983638788
1299,128775.4727131618
1300,132006.14547162584
1301,130640.2126795268
1302,203195.7230879993
1303,195828.5831382132
1304,266596.1938659238
1305,124683.90893462634
1306,78472.35253364683
1307,112474.59480216689
1308,130091.83911800939
1309,145971.12757575145
1310,94275.78258515881
1311,88463.5889471394
1312,174320.33164330415
1313,145069.34546121155
1314,131478.34327562226
1315,163825.67400493834
1316,152802.84584572038
1317,140540.3114659557
1318,125804.37856599299
1319,103086.94216126335
1320,96837.68456251983
1321,81021.28834909739
1322,101386.14305810627
1323,109946.10150554367
1324,147860.66621197545
1325,57425.81768819457
1326,126974.30208622493
1327,59759.128752513294
1328,176677.44403893535
1329,106453.6541082956
1330,108986.1864084571
1331,41368.26379565487
1332,144392.2121829408
1333,99017.41220567426
1334,130869.6858816333
1335,81252.40380214015
1336,195470.61913942473
1337,121403.23526644021
1338,102444.94161586415
1339,68046.27807087722
1340,112009.43168620048
1341,130815.30656307768
1342,139027.21791253352
1343,135303.08090161256
1344,111578.11302954656
1345,77730.30182298154
1346,149775.70857465937
1347,146900.85902660922
1348,112563.19673058395
1349,124624.5907246539
1350,157500.99927883616
1351,157873.0200193916
1352,135363.88324944323
1353,139885.290156211
1354,92571.16524048126
1355,241917.34740636818
1356,178332.3674029346
1357,107644.31659956183
1358,229557.1198336444
1359,134924.54675092606
1360,120461.16122108824
1361,193958.65291654604
1362,291999.6452669959
1363,147912.37176187808
1364,154374.51635156022
1365,130471.88767495268
